item_id,order_id,product_id,quantity,unit_price,discount,line_total
175,58,26,2,76.23,30.49,121.97
176,58,25,1,116.62,17.49,99.13
177,59,16,2,99.94,0.0,199.88
178,59,58,3,271.71,122.27,692.86
179,59,59,1,45.52,4.55,40.97
180,59,65,2,82.24,32.9,131.58
181,59,18,3,25.95,3.89,73.96
182,60,14,3,90.46,27.14,244.24
183,60,50,3,249.64,0.0,748.92
184,61,36,2,230.53,0.0,461.06
185,61,51,2,53.0,21.2,84.8
186,62,39,1,40.14,4.01,36.13
187,62,71,3,87.28,0.0,261.84
188,62,41,3,270.2,0.0,810.6
189,62,28,3,280.03,0.0,840.09
190,62,26,3,76.23,34.3,194.39
191,63,46,3,31.65,4.75,90.2
192,64,37,1,77.56,3.88,73.68
193,64,55,1,27.87,0.0,27.87
194,64,2,3,180.97,0.0,542.91
195,64,67,1,274.67,0.0,274.67
196,64,14,1,90.46,0.0,90.46
197,65,27,2,80.91,32.36,129.46
198,65,70,2,299.88,0.0,599.76
199,65,5,3,69.57,41.74,166.97
200,66,66,3,236.75,106.54,603.71
201,66,37,1,77.56,3.88,73.68
202,67,71,3,87.28,0.0,261.84
203,67,7,1,121.9,12.19,109.71
204,67,2,2,180.97,72.39,289.55
205,68,70,1,299.88,44.98,254.9
206,68,26,1,76.23,0.0,76.23
207,68,25,1,116.62,17.49,99.13
208,68,38,3,285.78,0.0,857.34
209,68,58,2,271.71,0.0,543.42
210,69,33,1,35.04,0.0,35.04
211,69,1,2,259.38,51.88,466.88
212,69,43,1,31.69,6.34,25.35
213,69,60,3,135.61,40.68,366.15
214,69,20,3,161.66,0.0,484.98
215,70,68,3,102.46,0.0,307.38
216,70,29,3,75.1,0.0,225.3
217,70,24,2,142.0,28.4,255.6
218,71,43,1,31.69,6.34,25.35
219,71,47,3,55.06,16.52,148.66
220,71,38,2,285.78,57.16,514.4
221,72,32,2,264.32,0.0,528.64
222,72,6,3,197.38,88.82,503.32
223,72,42,2,292.61,0.0,585.22
224,72,49,3,86.84,52.1,208.42
225,72,15,2,165.54,33.11,297.97
226,73,42,1,292.61,0.0,292.61
227,73,66,1,236.75,47.35,189.4
228,74,55,1,27.87,2.79,25.08
229,74,14,3,90.46,40.71,230.67
230,75,4,3,219.13,0.0,657.39
231,75,59,1,45.52,0.0,45.52
232,76,74,1,275.04,0.0,275.04
233,77,3,3,81.85,0.0,245.55
234,77,50,3,249.64,112.34,636.58
235,77,16,3,99.94,0.0,299.82
236,78,14,2,90.46,9.05,171.87
237,78,38,2,285.78,114.31,457.25
238,78,39,3,40.14,0.0,120.42
239,78,12,2,156.91,0.0,313.82
240,78,37,3,77.56,0.0,232.68
241,79,19,1,13.66,1.37,12.29
242,79,39,3,40.14,0.0,120.42
243,79,48,1,165.41,0.0,165.41
244,80,40,1,292.03,43.8,248.23
245,81,21,1,46.8,4.68,42.12
246,81,24,2,142.0,0.0,284.0
247,82,60,2,135.61,0.0,271.22
248,82,71,1,87.28,13.09,74.19
249,82,10,3,231.18,34.68,658.86
250,82,38,2,285.78,0.0,571.56
251,82,9,1,122.17,18.33,103.84
252,83,63,3,154.67,69.6,394.41
253,83,58,2,271.71,81.51,461.91
254,83,43,3,31.69,0.0,95.07
255,84,1,1,259.38,51.88,207.5
256,84,41,1,270.2,40.53,229.67
257,85,62,2,266.18,106.47,425.89
258,85,60,2,135.61,13.56,257.66
259,85,58,3,271.71,0.0,815.13
260,86,69,2,26.98,8.09,45.87
261,86,26,3,76.23,0.0,228.69
262,87,75,2,173.44,34.69,312.19
263,87,52,3,24.19,3.63,68.94
264,87,28,3,280.03,168.02,672.07
265,87,5,1,69.57,0.0,69.57
266,87,71,2,87.28,0.0,174.56
267,88,66,1,236.75,35.51,201.24
268,88,12,1,156.91,31.38,125.53
269,88,51,3,53.0,23.85,135.15
270,88,47,1,55.06,11.01,44.05
271,88,65,3,82.24,0.0,246.72
272,89,62,1,266.18,0.0,266.18
273,89,46,2,31.65,0.0,63.3
274,90,67,2,274.67,27.47,521.87
275,90,47,2,55.06,0.0,110.12
276,91,34,3,237.5,0.0,712.5
277,91,75,2,173.44,52.03,294.85
278,91,70,2,299.88,0.0,599.76
279,92,49,2,86.84,0.0,173.68
280,92,29,2,75.1,7.51,142.69
281,92,67,2,274.67,54.93,494.41
282,93,10,3,231.18,0.0,693.54
283,93,66,1,236.75,0.0,236.75
284,94,54,3,37.46,0.0,112.38
285,94,43,2,31.69,9.51,53.87
286,95,3,3,81.85,24.56,220.99
287,95,32,1,264.32,0.0,264.32
288,95,6,3,197.38,59.21,532.93
289,95,17,1,80.89,8.09,72.8
290,96,52,1,24.19,1.21,22.98
291,96,73,3,61.06,9.16,174.02
292,96,3,2,81.85,0.0,163.7
293,96,37,1,77.56,15.51,62.05
294,96,11,2,29.57,5.91,53.23
295,97,34,1,237.5,11.88,225.62
296,97,22,2,233.7,0.0,467.4
297,97,44,1,78.65,0.0,78.65
298,97,59,1,45.52,4.55,40.97
299,97,9,3,122.17,54.98,311.53
300,98,5,2,69.57,20.87,118.27
301,98,69,1,26.98,2.7,24.28
302,98,65,3,82.24,49.34,197.38
303,98,16,1,99.94,19.99,79.95
304,98,12,3,156.91,70.61,400.12
305,99,55,3,27.87,16.72,66.89
306,99,30,3,249.53,149.72,598.87
307,99,62,3,266.18,79.85,718.69
308,99,49,1,86.84,4.34,82.5
309,99,45,1,213.2,0.0,213.2
310,100,70,3,299.88,134.95,764.69
311,100,53,1,286.1,28.61,257.49
312,100,33,3,35.04,0.0,105.12
313,100,25,3,116.62,0.0,349.86
314,100,1,2,259.38,77.81,440.95
315,101,20,2,161.66,48.5,274.82
316,102,47,3,55.06,33.04,132.14
317,102,36,3,230.53,34.58,657.01
318,102,51,1,53.0,0.0,53.0
319,102,27,3,80.91,24.27,218.46
320,102,53,2,286.1,0.0,572.2
321,103,16,2,99.94,39.98,159.9
322,103,30,3,249.53,0.0,748.59
323,104,7,1,121.9,6.1,115.8
324,104,21,3,46.8,7.02,133.38
325,104,50,1,249.64,0.0,249.64
326,104,1,2,259.38,0.0,518.76
327,104,12,2,156.91,0.0,313.82
328,105,67,2,274.67,0.0,549.34
329,105,37,1,77.56,15.51,62.05
330,105,8,3,267.72,160.63,642.53
331,105,23,3,28.51,0.0,85.53
332,105,64,1,121.06,0.0,121.06
333,106,5,1,69.57,10.44,59.13
334,106,47,1,55.06,0.0,55.06
335,107,52,3,24.19,10.89,61.68
336,107,26,1,76.23,0.0,76.23
337,107,67,3,274.67,0.0,824.01
338,107,2,3,180.97,108.58,434.33
339,108,25,2,116.62,23.32,209.92
340,108,59,1,45.52,0.0,45.52
341,109,38,3,285.78,171.47,685.87
342,109,44,3,78.65,0.0,235.95
343,109,15,3,165.54,24.83,471.79
344,109,66,2,236.75,47.35,426.15
345,109,33,2,35.04,14.02,56.06
346,110,4,1,219.13,10.96,208.17
347,110,62,3,266.18,159.71,638.83
348,110,15,1,165.54,24.83,140.71
349,110,34,3,237.5,0.0,712.5
350,111,34,1,237.5,0.0,237.5
351,112,71,1,87.28,4.36,82.92
352,113,25,3,116.62,0.0,349.86
353,113,64,1,121.06,18.16,102.9
354,114,46,3,31.65,14.24,80.71
355,114,20,2,161.66,32.33,290.99
356,114,14,1,90.46,18.09,72.37
357,114,16,3,99.94,0.0,299.82
358,114,11,2,29.57,0.0,59.14
359,115,63,2,154.67,15.47,293.87
360,115,24,1,142.0,28.4,113.6
361,115,66,3,236.75,0.0,710.25
362,116,65,2,82.24,8.22,156.26
363,117,41,3,270.2,0.0,810.6
364,117,2,2,180.97,0.0,361.94
365,117,27,3,80.91,48.55,194.18
366,117,49,2,86.84,0.0,173.68
367,118,47,2,55.06,0.0,110.12
368,118,24,2,142.0,42.6,241.4
369,118,64,2,121.06,0.0,242.12
370,119,30,2,249.53,99.81,399.25
371,119,13,2,213.52,0.0,427.04
372,119,35,1,291.83,58.37,233.46
373,119,31,3,62.0,0.0,186.0
374,119,72,2,176.94,70.78,283.1
375,120,69,3,26.98,16.19,64.75
376,120,41,3,270.2,0.0,810.6
377,120,63,2,154.67,0.0,309.34
378,120,39,3,40.14,0.0,120.42
379,120,33,1,35.04,0.0,35.04
380,121,34,3,237.5,142.5,570.0
381,121,47,2,55.06,0.0,110.12
382,121,72,1,176.94,8.85,168.09
383,122,74,1,275.04,55.01,220.03
384,122,69,2,26.98,0.0,53.96
385,123,11,3,29.57,0.0,88.71
386,123,49,1,86.84,13.03,73.81
387,123,37,2,77.56,7.76,147.36
388,123,60,3,135.61,40.68,366.15
389,124,44,2,78.65,0.0,157.3
390,124,30,3,249.53,0.0,748.59
391,125,67,1,274.67,0.0,274.67
392,125,58,1,271.71,0.0,271.71
393,125,53,3,286.1,0.0,858.3
394,126,51,1,53.0,0.0,53.0
395,126,14,2,90.46,18.09,162.83
396,127,14,2,90.46,18.09,162.83
397,128,30,2,249.53,74.86,424.2
398,128,32,1,264.32,0.0,264.32
399,128,37,3,77.56,46.54,186.14
400,129,60,2,135.61,0.0,271.22
401,129,70,3,299.88,89.96,809.68
402,129,35,1,291.83,29.18,262.65
403,129,71,3,87.28,13.09,248.75
404,130,45,1,213.2,42.64,170.56
405,130,62,1,266.18,13.31,252.87
406,130,70,2,299.88,0.0,599.76
407,131,18,1,25.95,3.89,22.06
408,131,45,2,213.2,85.28,341.12
409,131,37,2,77.56,0.0,155.12
410,131,61,1,60.1,12.02,48.08
411,131,69,2,26.98,10.79,43.17
412,132,25,2,116.62,11.66,221.58
413,132,53,1,286.1,0.0,286.1
414,132,72,3,176.94,79.62,451.2
415,133,67,2,274.67,82.4,466.94
416,133,35,3,291.83,87.55,787.94
417,134,38,3,285.78,42.87,814.47
418,134,15,3,165.54,24.83,471.79
419,135,20,1,161.66,16.17,145.49
420,136,57,1,85.05,0.0,85.05
421,136,2,1,180.97,0.0,180.97
422,137,48,1,165.41,33.08,132.33
423,137,60,1,135.61,0.0,135.61
424,137,5,2,69.57,27.83,111.31
425,137,43,2,31.69,0.0,63.38
426,138,2,2,180.97,0.0,361.94
427,138,16,3,99.94,0.0,299.82
428,138,32,1,264.32,13.22,251.1
429,138,50,3,249.64,149.78,599.14
430,139,40,3,292.03,87.61,788.48
431,139,42,3,292.61,0.0,877.83
432,139,21,2,46.8,4.68,88.92
433,139,6,3,197.38,0.0,592.14
434,140,15,3,165.54,24.83,471.79
435,140,31,2,62.0,0.0,124.0
436,141,2,3,180.97,108.58,434.33
437,141,6,3,197.38,29.61,562.53
438,142,64,3,121.06,36.32,326.86
439,142,12,2,156.91,62.76,251.06
440,143,14,3,90.46,54.28,217.1
441,143,17,3,80.89,48.53,194.14
442,143,63,2,154.67,61.87,247.47
443,143,30,2,249.53,74.86,424.2
444,143,41,1,270.2,0.0,270.2
445,144,57,3,85.05,12.76,242.39
446,144,72,1,176.94,17.69,159.25
447,144,38,1,285.78,28.58,257.2
448,144,70,2,299.88,0.0,599.76
449,145,9,1,122.17,6.11,116.06
450,145,68,2,102.46,40.98,163.94
451,146,49,2,86.84,26.05,147.63
452,146,24,1,142.0,21.3,120.7
453,146,3,3,81.85,49.11,196.44
454,146,47,2,55.06,0.0,110.12
455,146,31,3,62.0,27.9,158.1
456,147,42,3,292.61,0.0,877.83
457,147,15,1,165.54,33.11,132.43
458,147,13,1,213.52,0.0,213.52
459,147,67,1,274.67,0.0,274.67
460,148,63,2,154.67,0.0,309.34
461,148,68,3,102.46,46.11,261.27
462,148,33,1,35.04,0.0,35.04
463,148,7,1,121.9,18.29,103.61
464,149,72,3,176.94,0.0,530.82
465,149,54,3,37.46,0.0,112.38
466,149,48,3,165.41,0.0,496.23
467,150,13,3,213.52,0.0,640.56
468,151,73,3,61.06,27.48,155.7
469,151,23,3,28.51,4.28,81.25
470,152,14,2,90.46,18.09,162.83
471,152,22,2,233.7,70.11,397.29
472,152,24,1,142.0,14.2,127.8
473,152,71,3,87.28,13.09,248.75
474,153,53,3,286.1,0.0,858.3
475,153,56,3,117.94,35.38,318.44
476,153,42,1,292.61,14.63,277.98
477,154,51,3,53.0,0.0,159.0
478,154,1,3,259.38,0.0,778.14
479,154,5,2,69.57,0.0,139.14
480,154,37,2,77.56,0.0,155.12
481,155,71,3,87.28,26.18,235.66
482,155,66,1,236.75,0.0,236.75
483,155,72,1,176.94,8.85,168.09
484,156,30,2,249.53,0.0,499.06
485,156,33,3,35.04,5.26,99.86
486,157,23,3,28.51,12.83,72.7
487,157,63,2,154.67,0.0,309.34
488,157,74,3,275.04,165.02,660.1
489,157,13,3,213.52,32.03,608.53
490,158,54,3,37.46,22.48,89.9
491,158,16,3,99.94,14.99,284.83
492,158,30,1,249.53,0.0,249.53
493,158,2,3,180.97,0.0,542.91
494,159,20,3,161.66,72.75,412.23
495,159,7,2,121.9,12.19,231.61
496,160,51,2,53.0,0.0,106.0
497,160,19,2,13.66,2.73,24.59
498,160,17,3,80.89,0.0,242.67
499,161,17,1,80.89,4.04,76.85
500,161,18,2,25.95,7.78,44.12
501,161,62,3,266.18,0.0,798.54
502,161,72,3,176.94,53.08,477.74
503,162,42,3,292.61,43.89,833.94
504,162,74,2,275.04,0.0,550.08
505,162,12,2,156.91,0.0,313.82
506,162,15,2,165.54,0.0,331.08
507,163,57,1,85.05,0.0,85.05
508,163,19,3,13.66,0.0,40.98
509,163,6,1,197.38,39.48,157.9
510,164,37,2,77.56,23.27,131.85
511,164,2,1,180.97,0.0,180.97
512,165,28,3,280.03,42.0,798.09
513,165,27,3,80.91,36.41,206.32
514,165,70,1,299.88,44.98,254.9
515,165,67,3,274.67,123.6,700.41
516,165,34,1,237.5,11.88,225.62
517,166,37,1,77.56,15.51,62.05
518,167,50,3,249.64,0.0,748.92
519,168,30,2,249.53,24.95,474.11
520,168,49,3,86.84,26.05,234.47
521,168,66,1,236.75,0.0,236.75
522,168,13,1,213.52,21.35,192.17
523,169,68,2,102.46,10.25,194.67
524,169,40,2,292.03,87.61,496.45
525,170,31,1,62.0,9.3,52.7
526,170,65,2,82.24,8.22,156.26
527,170,36,1,230.53,23.05,207.48
528,171,12,3,156.91,70.61,400.12
529,171,49,3,86.84,52.1,208.42
530,172,43,1,31.69,0.0,31.69
531,172,58,3,271.71,0.0,815.13
532,172,70,3,299.88,89.96,809.68
533,173,56,3,117.94,35.38,318.44
534,173,19,1,13.66,0.0,13.66
535,174,41,3,270.2,0.0,810.6
536,174,19,2,13.66,1.37,25.95
537,175,20,1,161.66,0.0,161.66
538,175,25,1,116.62,23.32,93.3
539,175,14,3,90.46,27.14,244.24
540,176,30,2,249.53,0.0,499.06
541,176,4,3,219.13,131.48,525.91
542,177,24,2,142.0,0.0,284.0
543,177,50,1,249.64,0.0,249.64
544,177,63,1,154.67,0.0,154.67
545,178,26,1,76.23,0.0,76.23
546,178,27,2,80.91,32.36,129.46
547,179,55,1,27.87,2.79,25.08
548,179,52,3,24.19,14.51,58.06
549,180,69,2,26.98,2.7,51.26
550,180,68,1,102.46,0.0,102.46
551,180,5,3,69.57,20.87,187.84
552,180,67,2,274.67,82.4,466.94
553,180,14,1,90.46,9.05,81.41
554,181,38,2,285.78,0.0,571.56
555,181,57,2,85.05,8.51,161.59
556,182,19,1,13.66,0.0,13.66
557,182,60,3,135.61,61.02,345.81
558,182,58,3,271.71,0.0,815.13
559,182,12,2,156.91,15.69,298.13
560,182,65,2,82.24,8.22,156.26
561,183,59,2,45.52,0.0,91.04
562,183,12,3,156.91,70.61,400.12
563,184,47,3,55.06,33.04,132.14
564,184,11,3,29.57,8.87,79.84
565,184,68,1,102.46,5.12,97.34
566,184,50,3,249.64,37.45,711.47
567,185,21,1,46.8,9.36,37.44
568,185,19,3,13.66,0.0,40.98
569,186,24,1,142.0,0.0,142.0
570,186,16,3,99.94,59.96,239.86
571,186,17,2,80.89,0.0,161.78
572,187,64,2,121.06,12.11,230.01
573,187,31,1,62.0,6.2,55.8
574,187,28,3,280.03,0.0,840.09
575,187,61,1,60.1,6.01,54.09
576,187,59,2,45.52,9.1,81.94
577,188,5,3,69.57,0.0,208.71
578,188,19,2,13.66,0.0,27.32
579,188,74,1,275.04,0.0,275.04
580,189,74,2,275.04,0.0,550.08
581,189,72,1,176.94,35.39,141.55
582,189,23,2,28.51,0.0,57.02
583,189,59,2,45.52,4.55,86.49
584,189,75,1,173.44,34.69,138.75
585,190,36,2,230.53,46.11,414.95
586,191,14,3,90.46,40.71,230.67
587,192,55,3,27.87,8.36,75.25
588,192,41,3,270.2,0.0,810.6
589,192,34,1,237.5,23.75,213.75
590,193,24,1,142.0,0.0,142.0
591,193,30,1,249.53,12.48,237.05
592,193,38,3,285.78,171.47,685.87
593,193,25,1,116.62,17.49,99.13
594,194,72,3,176.94,0.0,530.82
595,194,28,3,280.03,0.0,840.09
596,194,2,2,180.97,72.39,289.55
597,195,15,3,165.54,0.0,496.62
598,196,25,2,116.62,34.99,198.25
599,196,43,2,31.69,3.17,60.21
600,197,69,3,26.98,0.0,80.94
601,197,43,3,31.69,0.0,95.07
602,197,60,3,135.61,61.02,345.81
603,197,53,3,286.1,0.0,858.3
604,198,46,2,31.65,12.66,50.64
605,198,9,1,122.17,0.0,122.17
606,198,20,2,161.66,48.5,274.82
607,199,15,2,165.54,0.0,331.08
608,199,40,2,292.03,0.0,584.06
609,199,41,2,270.2,27.02,513.38
610,199,5,2,69.57,0.0,139.14
611,199,35,3,291.83,0.0,875.49
612,200,12,3,156.91,0.0,470.73
613,200,57,2,85.05,17.01,153.09
614,201,40,3,292.03,0.0,876.09
615,201,42,1,292.61,43.89,248.72
616,201,19,1,13.66,0.68,12.98
617,201,13,2,213.52,64.06,362.98
618,201,67,3,274.67,0.0,824.01
619,202,43,2,31.69,0.0,63.38
620,203,74,2,275.04,82.51,467.57
621,204,41,1,270.2,0.0,270.2
622,204,57,1,85.05,0.0,85.05
623,204,16,3,99.94,29.98,269.84
624,204,35,3,291.83,0.0,875.49
625,204,20,1,161.66,16.17,145.49
626,205,74,1,275.04,0.0,275.04
627,205,32,3,264.32,0.0,792.96
628,205,22,3,233.7,35.05,666.05
629,206,14,2,90.46,0.0,180.92
630,207,58,3,271.71,163.03,652.1
631,207,46,3,31.65,18.99,75.96
632,207,40,3,292.03,0.0,876.09
633,207,43,2,31.69,6.34,57.04
634,207,26,1,76.23,0.0,76.23
635,208,61,3,60.1,0.0,180.3
636,208,30,2,249.53,24.95,474.11
637,208,29,1,75.1,11.26,63.84
638,208,19,3,13.66,0.0,40.98
639,209,45,2,213.2,21.32,405.08
640,210,66,2,236.75,94.7,378.8
641,210,14,3,90.46,54.28,217.1
642,211,69,3,26.98,4.05,76.89
643,211,60,1,135.61,13.56,122.05
644,211,52,1,24.19,2.42,21.77
645,212,56,1,117.94,17.69,100.25
646,212,73,3,61.06,0.0,183.18
647,212,44,3,78.65,35.39,200.56
648,212,70,3,299.88,179.93,719.71
649,212,31,2,62.0,0.0,124.0
650,213,23,3,28.51,0.0,85.53
651,213,40,3,292.03,175.22,700.87
652,213,52,3,24.19,14.51,58.06
653,213,9,2,122.17,0.0,244.34
654,214,75,1,173.44,26.02,147.42
655,214,1,1,259.38,12.97,246.41
656,215,27,2,80.91,16.18,145.64
657,215,41,3,270.2,0.0,810.6
658,216,2,1,180.97,0.0,180.97
659,216,66,3,236.75,0.0,710.25
660,216,52,1,24.19,3.63,20.56
661,216,17,3,80.89,48.53,194.14
662,216,38,2,285.78,0.0,571.56
663,217,41,3,270.2,0.0,810.6
664,217,49,3,86.84,0.0,260.52
665,217,52,2,24.19,0.0,48.38
666,217,56,1,117.94,11.79,106.15
667,218,18,1,25.95,3.89,22.06
668,218,2,1,180.97,0.0,180.97
669,219,18,3,25.95,15.57,62.28
670,220,24,3,142.0,85.2,340.8
671,220,59,2,45.52,4.55,86.49
672,220,66,2,236.75,0.0,473.5
673,220,55,1,27.87,1.39,26.48
674,221,65,2,82.24,16.45,148.03
675,221,35,3,291.83,0.0,875.49
676,222,75,2,173.44,52.03,294.85
677,223,60,3,135.61,40.68,366.15
678,223,67,1,274.67,0.0,274.67
679,223,11,2,29.57,8.87,50.27
680,224,7,1,121.9,6.1,115.8
681,224,44,2,78.65,15.73,141.57
682,224,69,2,26.98,5.4,48.56
683,225,38,3,285.78,85.73,771.61
684,225,22,3,233.7,0.0,701.1
685,225,5,3,69.57,41.74,166.97
686,226,74,3,275.04,0.0,825.12
687,226,7,3,121.9,36.57,329.13
688,227,36,2,230.53,0.0,461.06
689,228,23,3,28.51,12.83,72.7
690,229,31,3,62.0,37.2,148.8
691,229,63,1,154.67,0.0,154.67
692,229,24,1,142.0,0.0,142.0
693,230,31,3,62.0,27.9,158.1
694,230,57,2,85.05,0.0,170.1
695,230,22,3,233.7,0.0,701.1
696,230,27,1,80.91,0.0,80.91
697,231,30,1,249.53,24.95,224.58
